time,activity,pain,gain,stu_id,time_type,time_hr,time_min,time_range,group_pain,group_gain,activity_num,last_act
18.00,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,6220422002,,18,0,18.00-19.00,ง่วง,ไม่ระบุ,13,
19.00,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,6220422002,,19,0,19.00-20.00,ความลำคาญ,ไม่ระบุ,14,
20.00,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,6220422002,,20,0,20.00-21.00,ไม่ระบุ,ฟิน,15,
21.00,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,6220422002,,21,0,21.00-22.00,หนาว,ไม่ระบุ,16,
22.00,ทำการบ้าน อ่านหนังสือ,การบ้านยาก,ได้มีโอกาสเรียนรู้เพิ่มเติม จาก internet ,6220422002,,22,0,22.00-23.00,ความลำคาญ,ฟิน,17,
23.00,ดู youtube,ยังมี ep อื่นต่อ,สนุก ผ่อนคลายพักผ่อน,6220422002,,23,0,23.00-24.00,เหนื่อย,พักผ่อน,18,
00.00,นอนหลับ,,พักผ่อน,6220422002,,0,0,00.00-01.00,ไม่ระบุ,พักผ่อน,19,
07.00,ตื่นนอน,ง่วง,,6220422002,,7,0,07.00-08.00,ง่วง,ไม่ระบุ,20,
07.30,ขับรถไปทำงาน,ขับรถเร็วเพราะออกบ้านสาย,แอบดีใจไปทำงานทัน,6220422002,,7,30,07.00-08.00,รถติด-ต้องขับรถ,ฟิน,21,
08.00,เริ่มทำงาน เช็คอีเมลล์,คอมพิวเตอร์ช้า,,6220422002,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,22,
09.00,สั่งกาแฟผ่าน Food panda,ไม่มีเบเกอร์รี่จำหน่าย ผิดหวัง,ได้ส่วนลด และ 1 แถม 1,6220422002,,9,0,09.00-10.00,ความลำคาญ,ฟิน,23,
10.00,ประชุมนำเสนองาน,ได้รับผิดชอบงานเพิ่ม,ได้รับคำชมจากเจ้านาย,6220422002,,10,0,10.00-11.00,งานเพิ่ม-ไม่เสร็จ,เรียนรู้สิ่งใหม่,24,
12.00,รับประทานอาหารกลางวัน,อาหารไม่ถูกปาก,ที่ทำงานเลี้ยงข้าว อิ่มจัง ตังอยู่ครบ,6220422002,,12,0,12.00-13.00,ความลำคาญ,ฟิน,25,
12.30,แอบงีบ,ที่นอนไม่ค่อยสบายเพราะนอนที่โต๊ะทำงาน,พักผ่อน,6220422002,,12,30,12.00-13.00,ความลำคาญ,พักผ่อน,26,
13.00,เริ่มงานช่วงบ่าย เปิด PO,PR ผิดเยอะมาก ,,6220422002,,13,0,13.00-14.00,เหนื่อย,ไม่ระบุ,27,
14.00,สั่งกาแฟแก้วที่ 2 ผ่าน Grab Food,,ได้ส่วนลด 25%,6220422002,,14,0,14.00-15.00,ไม่ระบุ,ฟิน,28,
15.00,ติดต่อแผนกบัญชีรับเงิน,เสียเวลาต้องเดินไปรับเอง น่าจะโอนคืน,ได้รับเงิน,6220422002,,15,0,15.00-16.00,ความลำคาญ,ฟิน,29,
16.00,ไปห้อง MD เซ็นต์เอกสาร,ไม่มีเวลาทำงานอื่นเพิ่มเติม,พูดคุยกันแลกเปลี่ยนความคิด,6220422002,,16,0,16.00-17.00,ความลำคาญ,พักผ่อน,30,
17.00,เลิกงานกลับบ้าน,,มีความสุขงานเสร็จเรียบร้อย,6220422002,,17,0,17.00-18.00,ไม่ระบุ,ฟิน,31,
18.00,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,6220422002,,18,0,18.00-19.00,ง่วง,ไม่ระบุ,32,
19.00,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,6220422002,,19,0,19.00-20.00,ความลำคาญ,ไม่ระบุ,33,
20.00,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,6220422002,,20,0,20.00-21.00,ไม่ระบุ,ฟิน,34,
21.00,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,6220422002,,21,0,21.00-22.00,หนาว,ไม่ระบุ,35,
22.00,ทำการบ้าน อ่านหนังสือ,การบ้านยาก,ได้มีโอกาสเรียนรู้เพิ่มเติม จาก internet ,6220422002,,22,0,22.00-23.00,ความลำคาญ,ฟิน,36,
23.00,ดู youtube,ยังมี ep อื่นต่อ,สนุก ผ่อนคลายพักผ่อน,6220422002,,23,0,23.00-24.00,เหนื่อย,พักผ่อน,37,
00.00,นอนหลับ,,พักผ่อน,6220422002,,0,0,00.00-01.00,ไม่ระบุ,พักผ่อน,38,1.0
06.40,ตื่นนอน,ง่วงอยากนอนต่อ,,6220422005,,6,40,06.00-07.00,ง่วง,ไม่ระบุ,1,
06.45,อาบน้ำ,,สดชื่นหายง่วง,6220422005,,6,45,06.00-07.00,ไม่ระบุ,สดชื่น,2,
07.00,ขับรถไปทำงาน,รถติด อารมณ์ไม่ดี,ฟังเพลงฟังpodcastในรถได้,6220422005,,7,0,07.00-08.00,ความลำคาญ,ฟิน,3,
07.45,ถึงที่ทำงาน,,,6220422005,,7,45,07.00-08.00,ไม่ระบุ,ไม่ระบุ,4,
07.50,กินข้าวเช้า,,อิ่มพร้อมทำงาน,6220422005,,7,50,07.00-08.00,ไม่ระบุ,ฟิน,5,
08.00,เริ่มทำงาน,บางอย่างก็ไม่ได้ดั่งใจ,ได้ทำสิ่งใหม่ๆ,6220422005,,8,0,08.00-09.00,ความลำคาญ,เรียนรู้สิ่งใหม่,6,
10.00,กินขนม,มีความอยากกิน ไม่ได้หิว,อร่อย,6220422005,,10,0,10.00-11.00,ความลำคาญ,ฟิน,7,
12.00,ออกไปกินข้าว,มีแต่ร้านเดิมๆ,อิ่ม ได้คุยกับพี่ที่ทำงาน,6220422005,,12,0,12.00-13.00,ความลำคาญ,ฟิน,8,
13.00,กลับมาทำงาน,ง่วงเพราะกินเยอะไป,ใกล้เลิกงานแล้ว,6220422005,,13,0,13.00-14.00,ความลำคาญ,ฟิน,9,
14.00,กินกาแฟ,,หายง่วงนอน ตื่นตัว,6220422005,,14,0,14.00-15.00,ไม่ระบุ,ฟิน,10,
17.00,เลิกงาน,ขี้เกียจขับรถกลับเพราะรถติด,ได้กลับบ้านไปดู Netflix,6220422005,,17,0,17.00-18.00,รถติด-ต้องขับรถ,พักผ่อน,11,
18.00,ถึงบ้าน,,,6220422005,,18,0,18.00-19.00,ไม่ระบุ,ไม่ระบุ,12,
19.00,กินข้าวเย็น,กับข้าวซ้ำ,ได้กินข้าวพร้อมครอบครัว,6220422005,,19,0,19.00-20.00,ความลำคาญ,ฟิน,13,
20.00,ดู Netflix,รู้สึกผิดที่ยังไม่ทำการบ้าน,สนุก enjoy,6220422005,,20,0,20.00-21.00,ความลำคาญ,ฟิน,14,
21.00,เล่นFacebook,,รู้สึกดี ได้รู้ชีวิตเพื่อนๆ,6220422005,,21,0,21.00-22.00,ไม่ระบุ,ฟิน,15,
23.00,นอน,คิดถึงว่าพรุ่งนี้จะทำอะไร,ได้พักผ่อน,6220422005,,23,0,23.00-24.00,ความลำคาญ,พักผ่อน,16,1.0
7.15,ตื่นนอน,ง่วงมากไม่อยากลุก,,6220422008,,7,15,07.00-08.00,ความลำคาญ,ไม่ระบุ,1,
7.4,อาบน้ำแปรงฟัน,อากาศหนาวไม่อยากอาบน้ำ,ร่างกายตื่นสดชื่นขึ้น,6220422008,,7,40,07.00-08.00,หนาว,สดชื่น,2,
8,แต่งหน้า,อากาศหนาวผิวแห้งต้องทาครีมเยอะทำให้ใช้เวลานาน,บำรุงผิวให้แข็งแรง,6220422008,,8,0,08.00-09.00,หนาว,ออกกำลังกาย,3,
8.3,เดินออกจากคอนโด,ระยะตัวตึกคอนโดถึงถนนค่อนข้างไกลทำให้เดินเหนื่อย,,6220422008,,8,30,08.00-09.00,ความลำคาญ,ไม่ระบุ,4,
8.4,ขึ้นรถเมล์ไปทำงาน,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,6220422008,,8,40,08.00-09.00,ความลำคาญ,ฟิน,5,
9,ถึงออฟฟิตซื้อกาแฟ,ถ้าไม่กินรู้สึกง่วงนอน เพราะติดแล้ว,,6220422008,,9,0,09.00-10.00,ความลำคาญ,ไม่ระบุ,6,
9.1,กินข้าวเช้าที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา ,ราคาถูกมากกก ข้าวฟรีด้วย,6220422008,,9,10,09.00-10.00,ความลำคาญ,ฟิน,7,
9.3,เริ่มทำงาน,,,6220422008,,9,30,09.00-10.00,ไม่ระบุ,ไม่ระบุ,8,
10.3,ประชุม,ห้องประชุมอยู่ตึกรวมต้องเดินข้ามตึก โดนแดด,ได้ลุกเดินบ้างไม่งั้นจะนั่งอยู่ที่โต๊ะตลอด,6220422008,,10,30,10.00-11.00,ความลำคาญ,ออกกำลังกาย,9,
12.3,กินข้าวกลางวันที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา มีให้เลือกน้อย,ราคาถูกมากกก ข้าวฟรีด้วย,6220422008,,12,30,12.00-13.00,ความลำคาญ,ฟิน,10,
13.3,ซื้อน้ำผลไม้ปั่น,ใส่น้ำเชือม น้ำตาลเยอะ อ้วน,จะได้สดชื่นไม่ง่วงตอนบ่าย,6220422008,,13,30,13.00-14.00,ความลำคาญ,สดชื่น,11,
14,ทำงาน,ใช้สมองเยอะ เพราะต้องดีลกะหลายแผนก,งานเสร็จและเคลียปัญหาที่ค้างได้,6220422008,,14,0,14.00-15.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,12,
16.3,พัก break กินขนม,อ้วน เพราะกินหลายอย่าง,ได้พักสมองจากงาน,6220422008,,16,30,16.00-17.00,ความลำคาญ,พักผ่อน,13,
17,ทำงานต่อ,,,6220422008,,17,0,17.00-18.00,ไม่ระบุ,ไม่ระบุ,14,
18.3,เลิกงานไปเดินเล่นที่ fashion island,เสี่ยงติดโควิด,ได้พักผ่อนจากที่ทำงานหนักมาทั้งวัน,6220422008,,18,30,18.00-19.00,ความลำคาญ,ฟิน,15,
19.3,กินชาบู Momo กะเพื่อน,ตัวเหม็น หัวเหม็น เหนียวตัว,ได้เจอเพื่อน ไม่เหงา,6220422008,,19,30,19.00-20.00,ความลำคาญ,ฟิน,16,
21,ขึ้นสองแถวกลับคอนโด,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,6220422008,,21,0,21.00-22.00,ความลำคาญ,ฟิน,17,
21.15,ถึงคอนโดอาบน้ำ,เสียเวลาอาบน้ำนาน เพราะต้องสระผม,,6220422008,,21,15,21.00-22.00,หนาว,ไม่ระบุ,18,
22,ทำการบ้านที่เรียน ป.โท,ขี้เกียจมาก บางวิชาใช้เวลาทำนาน,เข้าใจเรื่องที่เรียนมากขึ้น,6220422008,,22,0,22.00-23.00,ความลำคาญ,ฟิน,19,
24,ดู Netflix,ทำให้นอนดึกขึ้น,ดูหนังเพลินๆ,6220422008,,0,0,00.00-01.00,ง่วง,พักผ่อน,20,
2,นอน,,พักผ่อน,6220422008,,2,0,02.00-03.00,ไม่ระบุ,พักผ่อน,21,1.0
06.00,ตื่นนอน,รู้สึกเหนื่อยจากการเที่ยวเมื่อวันก่อน,รู้สึกดีที่จะได้ไปเล่น sup board ในวันนี้,6220422009,,6,0,06.00-07.00,ความลำคาญ,ฟิน,1,
06.15,อาบน้ำ แปรงฟัน,,,6220422009,,6,15,06.00-07.00,ไม่ระบุ,ไม่ระบุ,2,
06.30,แต่งตัว แต่งหน้า,,,6220422009,,6,30,06.00-07.00,ไม่ระบุ,ไม่ระบุ,3,
07.00,ลงไปกินข้าวที่ร้านอาหารโรงแรม,เมนูอาหารที่เลือกมีให้น้อย,,6220422009,,7,0,07.00-08.00,ความลำคาญ,ไม่ระบุ,4,
08.00,"จัดของเตรียมไปเล่น sup board, พักผ่อน ","ไม่สามารถพกอะไรติดตัวไปเล่น sub board ได้,
ไม่สามารถถ่ายรูปเองได้",ไม่ต้องกังวลเรื่องสัมภาระ,6220422009,,8,0,08.00-09.00,ความลำคาญ,ฟิน,5,
08.30,รถมารับไปที่เล่น sup board,,,6220422009,,8,30,08.00-09.00,ไม่ระบุ,ไม่ระบุ,6,
09.00,เรียนการเล่น sup board เบื้องต้น,"ต้องรออีก 5 คนที่มา join group, 
กังวลว่าปฏิบัติจริงจะทำไม่ได้, กลัวตกน้ำ",ได้ความรู้ใหม่,6220422009,,9,0,09.00-10.00,ความลำคาญ,เรียนรู้สิ่งใหม่,7,
09.30,เล่น sup board ,"แดดร้อนมาก, ลืมทากันแดด","พาย sup board สนุกมาก, ได้ลองอะไรใหม่ๆ, ทิวทัศน์สวยมาก",6220422009,,9,30,09.00-10.00,ความลำคาญ,ฟิน,8,
11.00,กลับถึงโรงแรม,,,6220422009,,11,0,11.00-12.00,ไม่ระบุ,ไม่ระบุ,9,
11.15,อาบน้ำ แต่งตัว แต่งหน้า,,,6220422009,,11,15,11.00-12.00,ไม่ระบุ,ไม่ระบุ,10,
12.00,Check out ,,,6220422009,,12,0,12.00-13.00,ไม่ระบุ,ไม่ระบุ,11,
13.00,กินข้าวเที่ยงที่ร้านสลักเพชร,"ปลาหมดทุกอย่างยกเว้นปลาเก๋า, แพงไปหน่อย","อร่อย, ทิวทัศน์ร้านอาหารสวยงาม",6220422009,,13,0,13.00-14.00,ความลำคาญ,ฟิน,12,
14.00,เที่ยวที่สะพานแดง,ต้องเดิน,"คนเที่ยวน้อยดีต่อการถ่ายรูป, ทิวทัศน์สวยมาก",6220422009,,14,0,14.00-15.00,ความลำคาญ,ฟิน,13,
16.00,กลับกรุงเทพ,ใช้เวลาเดินทางนาน,หลับในรถได้,6220422009,,16,0,16.00-17.00,ความลำคาญ,ฟิน,14,
21.00,แวะกินข้าวเย็นก่อนถึงบ้าน,,,6220422009,,21,0,21.00-22.00,ไม่ระบุ,ไม่ระบุ,15,
22.00,ถึงบ้าน,รู้สึกเหนื่อยจากการเที่ยวทั้งวัน,ทำให้นอนหลับง่าย,6220422009,,22,0,22.00-23.00,ความลำคาญ,ฟิน,16,
23.00,อาบน้ำ แปรงฟัน,,,6220422009,,23,0,23.00-24.00,ไม่ระบุ,ไม่ระบุ,17,
00.00,นอน,,,6220422009,,0,0,00.00-01.00,ไม่ระบุ,ไม่ระบุ,18,1.0
8,ตื่นนอน,ง่วง ไม่อยากตื่นนอนตอนเช้า,,6220422010,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,1,
8.05,อาบน้ำแปรงฟัน,ไม่อยากอาบน้ำเพราะหนาว,สดชื่นสบายตัว,6220422010,,8,5,08.00-09.00,หนาว,สดชื่น,2,
8.45,ทำงาน Work from home,ไม่อยากทำงาน เพราะขี้เกียจ,,6220422010,,8,45,08.00-09.00,ความลำคาญ,ไม่ระบุ,3,
9,เดินไปเก็บผ้าที่ตากไว้,ไม่อยากออกไปเก็บเพราะแดดร้อน,เสื้อผ้าถูกเก็บเป็นระเบียบ,6220422010,,9,0,09.00-10.00,ความลำคาญ,ฟิน,4,
9.15,ทำงาน Work from home,ใช้สมองเยอะเพราะต้องคิดงาน,งานถูกวางแผน,6220422010,,9,15,09.00-10.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,5,
12,ออกไปกินข้าวใต้คอนโด,ต้องเจอฝุ่น PM2.5,ได้กินอาหารตามสั่งที่อยากกิน,6220422010,,12,0,12.00-13.00,ความลำคาญ,ฟิน,6,
14,ทำงาน Work from home,ใช้สมองเยอะเพราะต้องคิดงาน,งานเสร็จตามเป้าหมาย,6220422010,,14,0,14.00-15.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,7,
17.3,เดินออกไปซื้อชานมไข่มุกที่ Big C,เหนื่อยเดินทางไปซื้อเองเพราะไม่อยากเสียค่าส่ง,ได้กินชานมไข่มุก ทำให้อารมณ์ดี,6220422010,,17,30,17.00-18.00,ความลำคาญ,ฟิน,8,
18,กิน MK,กลิ่นติดตัว เหนียวตัว,ได้กินอาหารอร่อยหลังจากเหนื่อยจากการทำงาน,6220422010,,18,0,18.00-19.00,ความลำคาญ,ฟิน,9,
19,เดินไปซื้อของใช้ใน Big C,เดินซื้อของ เสี่ยงติดโควิด,ได้ของใช้ที่จำเป็น,6220422010,,19,0,19.00-20.00,ความลำคาญ,ฟิน,10,
19.3,เดินกลับคอนโด,เหนื่อยเดินทาง และต้องเจอฝุ่น PM2.5,ประหยัดค่ารถกลับ,6220422010,,19,30,19.00-20.00,ความลำคาญ,ฟิน,11,
20,นอน,,พักผ่อน,6220422010,,20,0,20.00-21.00,ไม่ระบุ,พักผ่อน,12,
21,ตื่นมาทำการบ้าน,ไม่อยากทำเพราะขี้เกียจ,ทำการบ้านแล้วทำให้เข้าใจในเนื้อหามากขึ้น,6220422010,,21,0,21.00-22.00,ความลำคาญ,ฟิน,13,
24,เล่นเกมส์กับเพื่อน,มือถือแบตหมดเร็ว,พักผ่อน ได้พูดคุยกับเพื่อน,6220422010,,0,0,00.00-01.00,ความลำคาญ,ฟิน,14,
23.3,ออกไปซื้อขนมที่เสเว่น,เดินทางตอนกลางคืน อันตราย,ได้ขนมกลับมากินที่ห้อง,6220422010,,23,30,23.00-24.00,ความลำคาญ,ฟิน,15,
24,เล่นเกมส์กับเพื่อน,มือถือแบตหมดเร็ว,พักผ่อน ได้พูดคุยกับเพื่อน,6220422010,,0,0,00.00-01.00,ความลำคาญ,ฟิน,16,
2,นอน,,พักผ่อน,6220422010,,2,0,02.00-03.00,ไม่ระบุ,พักผ่อน,17,1.0
5.3,ตื่นนอน,อยากนอนต่อ,ได้ไปทำงาน,6220422013,,5,30,05.00-06.00,ง่วง,ฟิน,1,
5.35,อาบน้ำ,หนาว,สดชื่น,6220422013,,5,35,05.00-06.00,หนาว,สดชื่น,2,
6,ทานข้าวเช้า,ยังไม่หิว,อิ่ม,6220422013,,6,0,06.00-07.00,ความลำคาญ,อิ่ม,3,
6.15,เดินทางไปทำงานด้วยรถตู้,เสี่ยงติดโรค,ได้นอนต่อ,6220422013,,6,15,06.00-07.00,ความลำคาญ,พักผ่อน,4,
7,ถึงที่ทำงาน ,ไม่อยากทำงาน,ได้นอนต่อ,6220422013,,7,0,07.00-08.00,ความลำคาญ,พักผ่อน,5,
8.3,ทำงาน,ไม่อยากทำงาน,ได้เงิน,6220422013,,8,30,08.00-09.00,ความลำคาญ,ฟิน,6,
12,ทานข้าวกลางวัน,ร้อน,อิ่ม,6220422013,,12,0,12.00-13.00,ความลำคาญ,อิ่ม,7,
13,ทำงาน,ไม่อยากทำงาน,ได้เงิน,6220422013,,13,0,13.00-14.00,ความลำคาญ,ฟิน,8,
14,ประชุม,เครียด,ได้สรุปงาน,6220422013,,14,0,14.00-15.00,ความลำคาญ,ฟิน,9,
16.3,เลิกงาน,ยังไม่ได้เลิกงาน,ได้ทำงานต่อ,6220422013,,16,30,16.00-17.00,ความลำคาญ,ฟิน,10,
19,เลิกงานจริง,เหนื่อยมากๆ,ได้กลับบ้าน,6220422013,,19,0,19.00-20.00,เหนื่อย,พักผ่อน,11,
19.15,เดินทางกลับบ้าน,อาหารเดิมๆ ซ้ำๆ,อ,6220422013,,19,15,19.00-20.00,ความลำคาญ,ไม่ระบุ,12,
20,ทานข้าวเย็น,ร้อน,อิ่ม,6220422013,,20,0,20.00-21.00,ความลำคาญ,อิ่ม,13,
20.3,อาบน้ำ,หนาว,สะอาด,6220422013,,20,30,20.00-21.00,หนาว,สดชื่น,14,
21,ดูnetflix,เริ่มง่วง,สนุกผ่อนคลาย,6220422013,,21,0,21.00-22.00,ง่วง,พักผ่อน,15,
20.3,เข้านอน,ไม่ทำการบ้าน,สบาย,6220422013,,20,30,20.00-21.00,ความลำคาญ,ฟิน,16,1.0
07.20,ตื่นนอน,งัวเงีย,สดชื่น/ ได้นอนเต็มที่,6220422015,,7,20,07.00-08.00,ง่วง,สดชื่น,1,
07.25,แปรงฟัน/ อาบน้ำ,ไม่สดชื่น ,สะอาด สดชื่น ,6220422015,,7,25,07.00-08.00,ความลำคาญ,สดชื่น,2,
08.10,เดินทางไปทำงาน,,ถึงที่ทำงาน ,6220422015,,8,10,08.00-09.00,ไม่ระบุ,ฟิน,3,
08.40,ทานข้าวเช้า,หิว,อิ่ม,6220422015,,8,40,08.00-09.00,หิว-กลัวอ้วน,อิ่ม,4,
09.00,ทำงาน ,งานเยอะ ,งานเสร็จ ,6220422015,,9,0,09.00-10.00,ความลำคาญ,ฟิน,5,
12.00,ทานข้าวเที่ยง,หิว,อิ่ม,6220422015,,12,0,12.00-13.00,หิว-กลัวอ้วน,อิ่ม,6,
13.30,ทำงาน ,งานเยอะ ,งานเสร็จ ,6220422015,,13,30,13.00-14.00,ความลำคาญ,ฟิน,7,
19.30,เดินทางกลับบ้าน,,ถึงบ้าน ,6220422015,,19,30,19.00-20.00,ไม่ระบุ,พักผ่อน,8,
20.30,ทานข้าวเย็น,หิว,อิ่ม,6220422015,,20,30,20.00-21.00,หิว-กลัวอ้วน,อิ่ม,9,
21.00,แปรงฟัน/ อาบน้ำ,ไม่สดชื่น,สะอาด สดชื่น ,6220422015,,21,0,21.00-22.00,ความลำคาญ,สดชื่น,10,
21.30,ดู youtube/ netflix,ไม่รู้จะเลือกดูอะไรดี,สนุก สบายใจ,6220422015,,21,30,21.00-22.00,ความลำคาญ,ฟิน,11,
23.00,ทำการบ้าน,ไม่ค่อยเข้าใจ ,ศึกษาเพิ่มเติม/ การบ้านเสร็จ ,6220422015,,23,0,23.00-24.00,ความลำคาญ,ทำการบ้าน,12,
00.30,เข้านอน,ง่วง,ได้พักผ่อน,6220422015,,0,30,00.00-01.00,ง่วง,พักผ่อน,13,1.0
07.20,ตื่นนอน,ง่วงไม่อยากตื่น,,6220422017,,7,20,07.00-08.00,ความลำคาญ,ไม่ระบุ,1,
07.25,อาบน้ำ,ไม่อยากอาบน้ำ,สดชื่น สะอาด,6220422017,,7,25,07.00-08.00,หนาว,สดชื่น,2,
07.50,กินข้าวเช้า,ยังไม่หิวแต่ต้องกิน,มีพลังงานในการเริ่มวันใหม่,6220422017,,7,50,07.00-08.00,ความลำคาญ,สดชื่น,3,
08.20,ขับรถไปทำงาน,"รถติด, กังวลเรื่องงาน",,6220422017,,8,20,08.00-09.00,ความลำคาญ,ไม่ระบุ,4,
09.00,ถึงที่ทำงาน,ไม่อยากทำงาน,,6220422017,,9,0,09.00-10.00,ความลำคาญ,ไม่ระบุ,5,
10.30,กินกาแฟ,ง่วง,สดชื่น หายง่วง,6220422017,,10,30,10.00-11.00,ง่วง,สดชื่น,6,
12.00,กินข้าวเที่ยง,อยากกินบุฟเฟ่ แต่ไปกินไม่ได้เวลาน้อยไป,ท้องอิ่ม,6220422017,,12,0,12.00-13.00,ความลำคาญ,อิ่ม,7,
12.30,กลับมาทำงาน(ต่อ),ท้องอิ่มละง่วง,,6220422017,,12,30,12.00-13.00,ความลำคาญ,ไม่ระบุ,8,
14.30,เติมกาแฟ,ง่วง ,สดชื่น หายง่วง,6220422017,,14,30,14.00-15.00,ง่วง,สดชื่น,9,
18.00,เลิกงาน,,ดีใจเลิกงงานแล้ว,6220422017,,18,0,18.00-19.00,ไม่ระบุ,ฟิน,10,
18.10,ขับรถกลับบ้าน,รถติดอีกก,,6220422017,,18,10,18.00-19.00,ความลำคาญ,ไม่ระบุ,11,
19.00,กินข้าวเย็น,หิว,ท้องอิ่ม,6220422017,,19,0,19.00-20.00,หิว-กลัวอ้วน,อิ่ม,12,
19.30,ดู Netflix,มีการงานต้องทำแต่ขี้เกียจ,ได้ความบันเทิง,6220422017,,19,30,19.00-20.00,ความลำคาญ,ฟิน,13,
21.00,เล่นเกม,มีการงานต้องทำแต่ขี้เกียจ,ได้ความบันเทิง,6220422017,,21,0,21.00-22.00,ความลำคาญ,ฟิน,14,
22.00,อ่านหนังสือ,ขี้เกียจอ่าน อยากทำอย่างอื่น,ได้ความรู้ใหม่ เรียนรู้เรื่องใหม่,6220422017,,22,0,22.00-23.00,ความลำคาญ,เรียนรู้สิ่งใหม่,15,
1900-01-01,นอน,ไม่อยากนอนแต่ต้องนอน,ร่างกายได้พักผ่อน ,6220422017,,0,0,00.00-01.00,ความลำคาญ,สดชื่น,16,1.0
05.00,ตื่นมาดูสุนัข,พังข้าวของ,สบายใจ,6220422020,,5,0,05.00-06.00,หิว-กลัวอ้วน,ฟิน,1,
06.00,ฝึกสุนัข,โดนกัด โดนข่วน,สุนัขมีวินัยมากขึ้น,6220422020,,6,0,06.00-07.00,ความลำคาญ,ฟิน,2,
06.15,ให้อาหารสุนัข,เปลืองเงิน,สุนัขอิ่ม,6220422020,,6,15,06.00-07.00,แพง,ฟิน,3,
06.40,อาบน้ำ,หนาว ผิวแห้ง ,สดชื่นและสะอาด,6220422020,,6,40,06.00-07.00,หนาว,สดชื่น,4,
07.00,แต่งตัวแต่งหน้า,ต้องรีบ เพื่อไม่ให้ไปสาย,มั่นใจขึ้น,6220422020,,7,0,07.00-08.00,หนาว,ฟิน,5,
07.20,ขับรถไปทำงาน,เบื่อรถติด,ถึงที่ทำงานทันเวลา,6220422020,,7,20,07.00-08.00,ความลำคาญ,ฟิน,6,
08.00,กินข้าวเช้า,กินแต่อาหารเดิมๆเพราะไม่มีเวลาเตรียม,อิ่ม,6220422020,,8,0,08.00-09.00,ความลำคาญ,อิ่ม,7,
08.15,กินกาแฟ,ยังไม่มีสติครบถ้วน,กระปรี้กระเปร่า,6220422020,,8,15,08.00-09.00,ความลำคาญ,ฟิน,8,
08.30,เช็คอีเมล,กังวล งานเยอะ,วางแผนงานได้,6220422020,,8,30,08.00-09.00,ความลำคาญ,ฟิน,9,
09.00,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,6220422020,,9,0,09.00-10.00,ความลำคาญ,ฟิน,10,
10.00,ประชุม,เครียด มีข้อถกเถียงไม่จบ,ได้ข้อสรุป,6220422020,,10,0,10.00-11.00,ความลำคาญ,ฟิน,11,
11.00,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,6220422020,,11,0,11.00-12.00,ความลำคาญ,ฟิน,12,
12.00,กินข้าวกลางวัน,มีแต่อาหารมันๆ,อิ่ม คลายเครียด,6220422020,,12,0,12.00-13.00,ความลำคาญ,พักผ่อน,13,
13.00,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,6220422020,,13,0,13.00-14.00,ความลำคาญ,ฟิน,14,
15.00,รับประทานอาหารว่าง,หิว กินแก้เบื่อ,อิ่ม อารมณ์ดี,6220422020,,15,0,15.00-16.00,ความลำคาญ,ฟิน,15,
16.00,ทำงาน,เบื่อ งานด่วนมักมาใกล้เลิกงาน,งานเสร็จ,6220422020,,16,0,16.00-17.00,ความลำคาญ,ฟิน,16,
17.00,ขับรถกลับบ้าน,เบื่อรถติด,ถึงบ้านโดยสวัสดิภาพ,6220422020,,17,0,17.00-18.00,ความลำคาญ,พักผ่อน,17,
18.00,ฝึกสุนัข,โดนกัด โดนข่วน,สุนัขมีวินัยมากขึ้น,6220422020,,18,0,18.00-19.00,ความลำคาญ,ฟิน,18,
18.15,ให้อาหารสุนัข,เปลืองเงิน,สุนัขอิ่ม,6220422020,,18,15,18.00-19.00,แพง,ฟิน,19,
19.00,กินข้าวเย็น,หิว กลัวอ้วน,ได้ใช้เวลากับครอบครัว,6220422020,,19,0,19.00-20.00,หิว-กลัวอ้วน,ฟิน,20,
20.00,ออกกำลังกาย,เหนื่อย ท้อแท้,ร่างกายแข็งแรง รู้สึกผิดจากการกินลดลง,6220422020,,20,0,20.00-21.00,ความลำคาญ,ออกกำลังกาย,21,
